created,id,text,name,screen_name,friends,followers,favorites,location,retweets,user_description,status_count,in_reply_to,in_reply_to_name,retweeted
2017-12-10 19:53,939946290049376256,@pascalkesseli @BernhardStotz @NoBillag Ich denke da halt immer an Berlusconi-Italien.,David Bopp,dboppch,904,169,9212,Basel  Schweiz,0,Webentwickler | macht KMU online erfolgreich | Interessiert an Politik und Argumenten | Swiss web developer,1489,939892312586571776,pascalkesseli, 240646297 pascalkesseli Pascal Kesseli-1926461143 BernhardStotz Bernhard Stotz-1383737941 NoBillag No Billag!-,False
2017-12-10 19:53,939946188283043840,"RT @pascalkesseli: Wer sagt  ohne SRF-Zwangsabo könnten Schweizer nicht informiert abstimmen, hat eine unrealistisch hohe Meinung vom SRF u…",@S3ifenblase💭,S3ifenblase,430,427,3174,Schweiz,22,"IT-Technologie  Wissenschaft, Regierung, Netzpolitik, Crypto-Zeugs. Varia nicht ausgeschlossen.",3346,None,None, 240646297 pascalkesseli Pascal Kesseli-,False
2017-12-10 19:53,939946158386040832,@pascalkesseli @BernhardStotz @NoBillag Geht nicht nur um SRF. Viele kleine Stationen profitieren.,David Bopp,dboppch,904,169,9212,Basel  Schweiz,0,Webentwickler | macht KMU online erfolgreich | Interessiert an Politik und Argumenten | Swiss web developer,1489,939892312586571776,pascalkesseli, 240646297 pascalkesseli Pascal Kesseli-1926461143 BernhardStotz Bernhard Stotz-1383737941 NoBillag No Billag!-,False
2017-12-10 19:52,939946062793641984,"RT @pascalkesseli: Wer sagt  ohne SRF-Zwangsabo könnten Schweizer nicht informiert abstimmen, hat eine unrealistisch hohe Meinung vom SRF u…",IT | Netzpolitik,BierOtto,354,427,1310,München und Zürich,22,Ressort IT Sicherheit  Netzpolitik. Gelegentlich Politik allgemein. D-A-CH Politik allgemein: @DACH_Politik (Red. Otto Bierbach),9427,None,None, 240646297 pascalkesseli Pascal Kesseli-,False
2017-12-10 19:49,939945060229156865,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,Alexander,aleeejjandro,162,22,363,,63,,103,None,None, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-,False
2017-12-10 19:47,939944710923259904,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,Raymond M. Jara,raymjar,85,144,12,,27,"Deutsch und Englisch: No bullshit  No cat pics, private opinion. Retweets and FAVs may also mean bookmarks.",627,None,None, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-,False
2017-12-10 19:47,939944568233037824,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,Politik DACH | Intl,DACH_Politik,108,125,0,Schweiz,27,Internationale Politik und Vermischtes.,2523,None,None, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-,False
2017-12-10 19:45,939944239043145728,"RT @boeserbube_com: in tat und wahrheit leidet das ansehen der #schweiz  weil sich die politische #macht in den händen von regulierern, erz…",gab.ai/peter_nater,Peter_Nater,126,177,22296,World,2,"D  E, F, Sp",6286,None,None, 703569709652955136 boeserbube_com Böser Bube-,False
2017-12-10 19:45,939944071640047619,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,Conrad Wagner,conradwagner,198,166,50,Stans  Switzerland,63,... more mobility  less traffic ...,246,None,None, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-,False
2017-12-10 19:41,939943207705698309,"#NoBillag Für  #SportsAwards  SRF  🤬🤬🤬 Sponsor credit suiss 🤮🤮🤮🤮
🧔🏻🤙🏻",Rolf Müller®〽️🇨🇭,RolfMll35367465,80,49,1381,schweiz 🇨🇭zürich,0,Ich sage ja zur #Nobillag Initative märz 2018  da Ich das #SRF als Gefahr für unseres Nationales Heimatgefühl sehe 💗😋💗 Helvetia 🇨🇭🇨🇭1291🇨🇭🇨🇭 ✨💫⭐️✨💫,2921,None,None, ,False
2017-12-10 19:38,939942379859128322,"RT @boeserbube_com: progressive  libertäre, freiheitliche kräfte in ganz #europa erstarken.  
dies ist unsere zeit!

lasst uns #gemeinsam k…",Horst Hövels,HovelsHorst,779,917,17789,,4,Coach für Führungskräfte,30395,None,None, 703569709652955136 boeserbube_com Böser Bube-,False
2017-12-10 19:36,939941979345051648,RT @rudolf_mohler: Unabhängig vom Ausgang @NoBillag/@NoSendeschluss: Die @SRGSSR wird schrumpfen müssen. Hier ist Sparpotenzial vorhanden.…,(((Carl Kamarag))),cmtarr,103,166,114,Steinhausen  Schweiz,22,Den Lügenmedien gehen die Argumente aus. Jetzt wird die Steuer erhöht.,707,None,None, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-885159891891040256 NoSendeschluss Sendeschluss NEIN-1871613643 SRGSSR SRG SSR-,False
2017-12-10 19:34,939941298626334720,"RT @boeserbube_com: progressive  libertäre, freiheitliche kräfte in ganz #europa erstarken.  
dies ist unsere zeit!

lasst uns #gemeinsam k…",jaquearnoux,jaquearnoux,2253,721,61,,4,Jaque Arnoux,82815,None,None, 703569709652955136 boeserbube_com Böser Bube-,False
2017-12-10 19:32,939940933461774337,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,Adrian Steiner,adrianstei,109,91,28,Zürich  Schweiz,27,Nachrichten sind nie Neuigkeiten.,149,None,None, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-,False
2017-12-10 19:32,939940803752980480,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,TW,atheist_zh,192,166,106,Zürich  Schweiz,27,"Wenn wir darauf verzichten  eine eigene Meinung zu haben, wird der Tag kommen, an dem wir keine mehr haben dürfen.",1219,None,None, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-,False
2017-12-10 19:30,939940511594504192,"RT @David_Stampfli: Da weiss man echt nicht mehr  ob man lachen oder weinen soll...  #NEINzuNoBillag #NEINzuNoSRG #NoBillag
via @RuediWidme…",Wolfgang Heil,wo_hl,755,127,946,,8,Opinions are my own  sometimes not even that. Retweeting interesting things doesn't mean I agree.,3443,None,None, 115449079 David_Stampfli David Stampfli-,False
2017-12-10 19:30,939940468548423681,"#NoBillag bringt diverse rechtsnationale Kräfte zusammen  😎✌ vereinigt euch und zerschlägt den linken Presse Filz,… https://t.co/1csw7S0Nc8",Rolf Müller®〽️🇨🇭,RolfMll35367465,80,49,1381,schweiz 🇨🇭zürich,0,Ich sage ja zur #Nobillag Initative märz 2018  da Ich das #SRF als Gefahr für unseres Nationales Heimatgefühl sehe 💗😋💗 Helvetia 🇨🇭🇨🇭1291🇨🇭🇨🇭 ✨💫⭐️✨💫,2921,None,None, ,False
2017-12-10 19:27,939939737376354304,RT @VinzenzWyss: Die Gefahr der #NoBillag Initiative liegt in der Kumulation von Nasenstüber.  Masüger sagts! #NEINzuNoBillag https://t.co/…,Regina Krieg,Ginaneverland,307,180,12489,Switzerland,16,"""NO HUMAN BEING IS ILLEGAL""        Ellie Wiesel ❤️",8786,None,None, 43672512 VinzenzWyss Vinzenz Wyss-,False
2017-12-10 19:27,939939609710034945,"RT @boeserbube_com: progressive  libertäre, freiheitliche kräfte in ganz #europa erstarken.  
dies ist unsere zeit!

lasst uns #gemeinsam k…",Judith Mann,JudithM16141967,48,336,31865,Viersen  Deutschland,4,Parteien in Deutschland Politik & Staat Umwelt & Soziales,35725,None,None, 703569709652955136 boeserbube_com Böser Bube-,False
2017-12-10 19:27,939939588583383040,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,Cédric Alber,AlberCedric,910,355,338,Lutry  Vaud,63,senior manager media relations @Kudelski Group | président PLR Lutry & conseiller communal | runner | triple papa,525,None,None, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-,False
2017-12-10 19:25,939939175406735361,RT @CH_Mediennews: #OperationLibero erreicht erstes Spendenziel im Kampf gegen #NoBillag - und will jetzt auf die Frontseite von #20Minuten…,Marc Bachmann,drBachme,412,599,26,Basel-Stadt  Schweiz,1,"Moderatorin  Bloggerin, Mikro-Influenzerin. Du hörst mich bei @energy_ch und liest mich auf @CH_Mediennews.",14788,None,None, 2587950776 CH_Mediennews bachmediennews-,False
2017-12-10 19:25,939939173368201217,RT @JusoSchweiz: Die JUSO beschliesst einstimmig die NEIN-Parole zur extremen Nobillag-Initiative! #jusodv https://t.co/b3zt277CMF,kristjami,kristjami,189,792,6758,,7,,75486,None,None, 49936613 JusoSchweiz JUSO Schweiz-,False
2017-12-10 19:23,939938748703432705,"progressive  libertäre, freiheitliche kräfte in ganz #europa erstarken.  
dies ist unsere zeit!

lasst uns… https://t.co/tEmHG6VPO3",Böser Bube,boeserbube_com,37,49,137,schweiz,4,"libertär  eigensinnig, neugierig, individualistisch; mag leute mit niveau, talent und humor",1793,None,None, ,False
2017-12-10 19:21,939938066004930560,#OperationLibero erreicht erstes Spendenziel im Kampf gegen #NoBillag - und will jetzt auf die Frontseite von… https://t.co/GXLZ7YMMtG,bachmediennews,CH_Mediennews,213,129,0,Basel-Stadt  Schweiz,1,Das Schweizer Medienblog von Marc Bachmann @drbachme. Seit 1999.,869,None,None, ,False
2017-12-10 19:21,939938061009514497,@gsalvisberg @gregorischmid @uschleg @NoBillag Libertarismus ist extrem breit gefächert. DEN Libertarismus gibt es… https://t.co/EhCt4LiJne,Fabio Hasler,haeslii_f,533,258,1972,Zurich  Switzerland,0,"Scientist & Libertarian. @ETH Alumnus. Board member @upschweiz & @reat_ch. Tweeting about science  technology, and politics. @noBillag zealot. Private account.",2270,939937392798130176,gsalvisberg, 215969674 gsalvisberg Gabriela Salvisberg-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-,False
2017-12-10 19:19,939937639226060800,RT @FelixSchneuwly: @NoBillag ist ein «Anschlag auf die Demokratie»? Dieser demagogische Slogan und das Sprengstoff-Sujet von @operationlib…,Kurt Rustem,kurt_rustem,400,272,7361,Switzerland,31,"""Switzerland First"" and  ""Make Switzerland Great Again"" Switzerland is going to be destroyed by Left/Green and Pro EU controlled Government! Stop Left/Green",21938,None,None, 488573993 FelixSchneuwly Felix Schneuwly-1383737941 NoBillag No Billag!-,False
2017-12-10 19:18,939937392798130176,@haeslii_f @gregorischmid @uschleg @NoBillag Der Kommunismus ist dem Libertarismus extrem ähnlich. Insofern  dass d… https://t.co/A68GHvgYME,Gabriela Salvisberg,gsalvisberg,618,1178,5255,Zürich,0,"PCtipp-Redaktorin  Präsidentin FreidenkerInnen Zürich. Politisch eher links/gesellschaftsliberal. Interessen: Laizität, Ethik, Humanismus, Umwelt, Computer.",12443,939936025266225153,haeslii_f, 962852718 haeslii_f Fabio Hasler-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-,False
2017-12-10 19:17,939937206311030785,RT @NilsFiechter: #sportsawards machen beste Werbung für #NoBillag 👌🏻Ein solches Intro können Private auch. Notfalls sogar wir von der @jsv…,Karin,222Rinka,80,20,137,,1,,62,None,None, 2159130476 NilsFiechter Nils Fiechter-,False
2017-12-10 19:16,939936899610959873,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,Chr. Röthlisberger,bugsierer,811,1046,1816,Langenthal  Switzerland,63,TEXT KONZEPT KOMMUNIKATION,11041,None,None, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-,False
2017-12-10 19:16,939936873304199168,#sportsawards machen beste Werbung für #NoBillag 👌🏻Ein solches Intro können Private auch. Notfalls sogar wir von der @jsvpch !,Nils Fiechter,NilsFiechter,45,450,68,Frutigen,1,Co-Parteipräsident JSVP Kanton Bern | Vorstand SVP Kanton Bern | SVP-Grossratskandidat 2018 #machetsliechterwähletfiechter | #bernstark,470,None,None, 2325061669 jsvpch Junge SVP Schweiz-,False
2017-12-10 19:14,939936391353561088,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,Geram,Geram_C,165,182,344,,27,Die Gesellschaft setzt sich aus nur zwei großen  Klassen zusammen: die einen haben mehr Mahlzeiten als Appetit  die  anderen weit mehr Appetit als Mahlzeiten.,474,None,None, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-,False
2017-12-10 19:13,939936025266225153,@gsalvisberg @gregorischmid @uschleg @NoBillag Ich drehe die Argumentation jetzt mal um: Wie weit darf Zwang in ihr… https://t.co/LXCn1g7am5,Fabio Hasler,haeslii_f,533,258,1972,Zurich  Switzerland,0,"Scientist & Libertarian. @ETH Alumnus. Board member @upschweiz & @reat_ch. Tweeting about science  technology, and politics. @noBillag zealot. Private account.",2270,939935441159061504,gsalvisberg, 215969674 gsalvisberg Gabriela Salvisberg-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-,False
2017-12-10 19:13,939936010535923713,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,Fritz,RockerHegner,306,342,978,Kloten  Schweiz,27,Wer Zynismus und Populismus nicht unterscheiden kann  soll mir nicht folgen. Biker 🏍 und Direktdemokrat.,1249,None,None, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-,False
2017-12-10 19:11,939935519487688704,SRF macht mit diesem doofen Intro@zu #sportsawards nicht gerade Werbung gegen #NoBillag 🙄,Simon Balz,simonbalz,352,290,50,Bern  Switzerland,0,Thinking big. Starting small. Scaling fast.,1338,None,None, ,False
2017-12-10 19:10,939935441159061504,@haeslii_f @gregorischmid @uschleg @NoBillag Ach  schon wieder der böse Zwang. Ganz ehrlich: Ich wünsche euch Liber… https://t.co/Nehj8vfdTS,Gabriela Salvisberg,gsalvisberg,618,1178,5255,Zürich,0,"PCtipp-Redaktorin  Präsidentin FreidenkerInnen Zürich. Politisch eher links/gesellschaftsliberal. Interessen: Laizität, Ethik, Humanismus, Umwelt, Computer.",12443,939932878993018882,haeslii_f, 962852718 haeslii_f Fabio Hasler-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-,False
2017-12-10 19:09,939935235617296385,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,Lukas Felix,LukasFelix44,35,11,84,Liestal  Basel-Land,63,,85,None,None, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-,False
2017-12-10 19:08,939934821706555392,"RT @David_Stampfli: Da weiss man echt nicht mehr  ob man lachen oder weinen soll...  #NEINzuNoBillag #NEINzuNoSRG #NoBillag
via @RuediWidme…",mbodmer,mb0dm3r,141,28,9,Schweiz,8,«The best weapon of a dictatorship is secrecy  but the best weapon of a democracy should be the weapon of openness.» – Niels Bohr,1474,None,None, 115449079 David_Stampfli David Stampfli-,False
2017-12-10 19:07,939934618085666816,"@salegen @wahlch15 @NoBillag Sie unterstellen mir da etwas! Sorry  ich begreife, dass ein Künstler vom BAK Geld für… https://t.co/zQpuo2c0gZ",Felix Schneuwly,FelixSchneuwly,1405,1909,13148,Switzerland,0,Verbandstätigkeit im Sozial- und Gesundheitswesen / seit 2011 als Head of Public Affairs @Comparis / privat liberal / beruflich für  Marktmacht der Konsumenten,36364,939792043139911680,salegen, 207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-,False
2017-12-10 19:03,939933529345052672,RT @byebyebillag: Wohin die Millionen fliessen. Heute: Sport Sponsoring... Der Zirkus züchtet seine Artisten gleich selbst... dann lieber J…,SWIMMING w. SHARKS,eye4ahit,87,51,2752,Zurich  Switzerland,3,I KNOW THAT I KNOW NOTHING.🇨🇭,4634,None,None, 18830840 byebyebillag Bye Bye Billag-,False
2017-12-10 19:01,939933014657851393,@uschleg Können Sie mir erklären  welche Punkte hier eine Neu-Definition des #servicepublic verlangen? #NoBillag ve… https://t.co/W8ig6ywcDx,Andri Franziscus,A_Franziscus,399,460,843,Guarda  Graubünden,0,Journalist. Moderator #RTRcontrovers /#Plus3grads. Gastgeber Guarda Lodge. Gezwitscher Rumantsch und Deutsch und privat.,403,939901705176670208,uschleg, 145581619 uschleg Urs Schlegel-,False
2017-12-10 19:00,939932922903220226,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,(((Friedrich))),friedri_ch,144,206,336,Zürich  Schweiz,27,Ich bin dann mal da. https://t.co/cUACUHaNmN,1164,None,None, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-,False
2017-12-10 19:00,939932922777407491,RT @rudolf_mohler: Unabhängig vom Ausgang @NoBillag/@NoSendeschluss: Die @SRGSSR wird schrumpfen müssen. Hier ist Sparpotenzial vorhanden.…,Adrian Steiner,adrianstei,109,91,28,Zürich  Schweiz,22,Nachrichten sind nie Neuigkeiten.,149,None,None, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-885159891891040256 NoSendeschluss Sendeschluss NEIN-1871613643 SRGSSR SRG SSR-,False
2017-12-10 19:00,939932921925980161,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,privat unterwegs🤫,privatisieren,143,104,56,Schweiz,27,Dieses und jenes.,484,None,None, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-,False
2017-12-10 19:00,939932878993018882,@gsalvisberg @gregorischmid @uschleg @NoBillag Ja  nur haben alle diese Punkte nicht per se einen direkten Nutzen f… https://t.co/kVd6HfHicB,Fabio Hasler,haeslii_f,533,258,1972,Zurich  Switzerland,0,"Scientist & Libertarian. @ETH Alumnus. Board member @upschweiz & @reat_ch. Tweeting about science  technology, and politics. @noBillag zealot. Private account.",2270,939932070759067648,gsalvisberg, 215969674 gsalvisberg Gabriela Salvisberg-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-,False
2017-12-10 19:00,939932783928942593,RT @rudolf_mohler: Unabhängig vom Ausgang @NoBillag/@NoSendeschluss: Die @SRGSSR wird schrumpfen müssen. Hier ist Sparpotenzial vorhanden.…,TW,atheist_zh,192,166,106,Zürich  Schweiz,22,"Wenn wir darauf verzichten  eine eigene Meinung zu haben, wird der Tag kommen, an dem wir keine mehr haben dürfen.",1219,None,None, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-885159891891040256 NoSendeschluss Sendeschluss NEIN-1871613643 SRGSSR SRG SSR-,False
